chr	start	end	gene	region
chr15	58065225	58071043	ALDH1A2-AS1	15:58065225-58071043
chr15	69072926	69099987	EWSAT1	15:69072926-69099987
chr15	73443164	73560013	REC114	15:73443164-73560013
chr15	93718542	94038412	LINC01579	15:93718542-94038412
chr15	22757835	22778741	LOC283683	15:22757835-22778741
chr15	23439038	23447243	GOLGA6L2	15:23439038-23447243
chr15	79922771	79926993	ST20-AS1	15:79922771-79926993
chr15	80263068	80341805	LINC00927	15:80263068-80341805
chr15	82647770	82692820	CPEB1-AS1	15:82647770-82692820
chr15	82725873	82738904	ACTG1P17	15:82725873-82738904
chr15	22094522	22095472	OR4N4	15:22094522-22095472
chr17	82371765	82377458	UTS2R	17:82371765-82377458
chr15	31202938	31230886	LINC03034	15:31202938-31230886
chr15	82262810	82284930	SAXO2	15:82262810-82284930
chr15	74126373	74129341	LOC283731	15:74126373-74129341
chr15	88252730	88271066	NTRK3-AS1	15:88252730-88271066
chr15	38454127	38487710	FAM98B	15:38454127-38487710
chr15	42067009	42094562	PLA2G4D	15:42067009-42094562
chr15	20379495	20506180	HERC2P3	15:20379495-20506180
chr15	89504909	89524049	LINC00928	15:89504909-89524049
chr15	23127066	23136822	GOLGA6L1	15:23127066-23136822
chr15	28519611	28533014	GOLGA8G	15:28519611-28533014
chr15	98437162	98520386	FAM169B	15:98437162-98520386
chrUn_GL000219v1	54224	83311	LOC283788	Un_GL000219v1:54224-83311
chr15	22607540	22617854	GOLGA8IP	15:22607540-22617854
chr3	98531978	98534681	GPR15	3:98531978-98534681
chr15	63597353	63602428	FBXL22	15:63597353-63602428
chr16	18417325	18562211	NOMO2	16:18417325-18562211
chr16	66754640	66801620	TERB1	16:66754640-66801620
chr16	66988589	67009758	CES4A	16:66988589-67009758
chr16	67184379	67190185	EXOC3L1	16:67184379-67190185
chr16	52258564	52280299	CASC22	16:52258564-52280299
chr16	56092987	56191118	GNAO1-DT	16:56092987-56191118
chr16	89159146	89163675	LINC00304	16:89159146-89163675
chr16	65284496	65576345	LINC00922	16:65284496-65576345
chr16	2009926	2020755	NPW	16:2009926-2020755
chr16	2209253	2210905	BRICD5	16:2209253-2210905
chr16	2211593	2214840	PGP	16:2211593-2214840
chr16	2988256	3002016	GREP1	16:2988256-3002016
chr16	3263743	3267567	LINC00921	16:3263743-3267567
chr16	25066937	25088618	LINC02175	16:25066937-25088618
chr16	27447669	27453393	IL21R-AS1	16:27447669-27453393
chr16	29742463	29745990	C16orf54	16:29742463-29745990
chr16	29995715	30005793	INO80E	16:29995715-30005793
chr16	73092349	73099337	HCCAT5	16:73092349-73099337
chr16	35363412	35390584	LINC01566	16:35363412-35390584
chr16	74310100	74368240	PDPR2P	16:74310100-74368240
chr16	77722492	77742260	NUDT7	16:77722492-77742260
chr16	30919319	30923269	FBXL19-AS1	16:30919319-30923269
chr16	31432593	31443160	ZNF843	16:31432593-31443160
chr16	567005	569495	NHLRC4	16:567005-569495
chr16	1419752	1420747	C16orf91	16:1419752-1420747
chr16	8526549	8590511	TMEM114	16:8526549-8590511
chr16	69976297	70065948	PDXDC2P-NPIPB14P	16:69976297-70065948
chr16	70173322	70187361	CLEC18C	16:70173322-70187361
chr17	73749270	73828520	LINC00469	17:73749270-73828520
chr17	74877302	74893781	FADS6	17:74877302-74893781
chr17	74950742	74973166	HID1	17:74950742-74973166
chr17	75515944	75524735	TSEN54	17:75515944-75524735
chr17	76265348	76271298	UBALD2	17:76265348-76271298
chr17	76849840	76861836	LINC00868	17:76849840-76861836
chr17	78231310	78240987	TMEM235	17:78231310-78240987
chr8	107249482	107498055	ANGPT1	8:107249482-107498055
chr2	127645864	127652639	GPR17	2:127645864-127652639
chr17	82101460	82212830	CCDC57	17:82101460-82212830
chr17	82418318	82442645	HEXD	17:82418318-82442645
chr17	2405562	2416085	LOC284009	17:2405562-2416085
chr17	4785285	4786433	VMO1	17:4785285-4786433
chr17	67991099	67996469	C17orf58	17:67991099-67996469
chr17	64449037	64468643	MILR1	17:64449037-64468643
chr17	7913339	7916289	RNF227	17:7913339-7916289
chr17	8220624	8224043	LINC00324	17:8220624-8224043
chr17	12549764	12642854	LINC00670	17:12549764-12642854
chr17	15436015	15503608	CDRT4	17:15436015-15503608
chr17	18517382	18625653	CCDC144B	17:18517382-18625653
chr17	46029916	46225389	KANSL1	17:46029916-46225389
chr17	43780435	43787620	CFAP97D1	17:43780435-43787620
chr17	44353215	44363853	FAM171A2	17:44353215-44363853
chr17	44656404	44690308	MEIOC	17:44656404-44690308
chr17	48762234	48817229	TTLL6	17:48762234-48817229
chr17	50050349	50055746	PICART1	17:50050349-50055746
chr17	28275986	28317783	KRT18P55	17:28275986-28317783
chr17	28725897	28743455	NEK8	17:28725897-28743455
chr17	36534987	36539310	PIGW	17:36534987-36539310
chr17	37375985	37392708	C17orf78	17:37375985-37392708
chr13	99254732	99261744	GPR18	13:99254732-99261744
chr17	37828305	37884743	YWHAEP7	17:37828305-37884743
chr17	38730341	38735605	CISD3	17:38730341-38735605
chr17	39953263	39977768	GSDMA	17:39953263-39977768
chr17	6684719	6713377	SLC13A5	17:6684719-6713377
chr17	7428861	7437679	TMEM102	17:7428861-7437679
chr17	41626327	41640199	KRT42P	17:41626327-41640199
chr17	42402449	42423256	CAVIN1	17:42402449-42423256
chr17	22298691	22299893	FAM27E5	17:22298691-22299893
chr17	22406019	22413744	FLJ36000	17:22406019-22413744
chr17	80219699	80253500	SLC26A11	17:80219699-80253500
chr17	80415165	80438086	ENDOV	17:80415165-80438086
chr17	59220467	59275970	GDPD1	17:59220467-59275970
chr17	81239305	81241310	NDUFAF8	17:81239305-81241310
chr17	81303771	81309252	LINC00482	17:81303771-81309252
chr17	81311270	81330674	TMEM105	17:81311270-81330674
chr17	16975999	16981353	LOC284191	17:16975999-16981353
chr17	20449395	20467539	LGALS9B	17:20449395-20467539
chr12	12660890	12696207	GPR19	12:12660890-12696207
chr17	83079609	83095122	METRNL	17:83079609-83095122
chr18	4264602	4295405	DLGAP1-AS5	18:4264602-4295405
chr18	6941742	7117797	LAMA1	18:6941742-7117797
chr13	18816718	18871967	ANKRD20A9P	13:18816718-18871967
chr18	14225224	14342524	CYP4F35P	18:14225224-14342524
chr18	79578063	79589010	LOC284240	18:79578063-79589010
chr18	79638928	79679745	CTDP1-DT	18:79638928-79679745
chr18	26454910	26657401	KCTD1	18:26454910-26657401
chr18	54587757	54599493	DYNAP	18:54587757-54599493
chr18	57147087	57150410	BOD1L2	18:57147087-57150410
chr18	42159283	42691422	LINC00907	18:42159283-42691422
chr18	45825675	45844094	SIGLEC15	18:45825675-45844094
chr18	75195113	75209139	PTGR3	18:75195113-75209139
chr18	75409476	75436957	SMIM21	18:75409476-75436957
chr18	76528652	76670063	LINC00908	18:76528652-76670063
chr18	63949301	63968786	HMSD	18:63949301-63968786
chr18	64041555	64423601	LINC01924	18:64041555-64423601
chr19	55488404	55519099	SSC5D	19:55488404-55519099
chr8	141356470	141367286	GPR20	8:141356470-141367286
chr19	57363477	57398584	ZNF547	19:57363477-57398584
chr19	57578456	57593890	ZIK1	19:57578456-57593890
chr19	57682045	57758148	ZNF776	19:57682045-57758148
chr19	58034025	58054631	ZSCAN1	19:58034025-58054631
chr19	40048757	40090943	ZNF780A	19:40048757-40090943
chr19	40740856	40751553	C19orf54	19:40740856-40751553
chr19	42302098	42310814	PRR19	19:42302098-42310814
chr19	42313309	42325064	TMEM145	19:42313309-42325064
chr19	42428278	42442946	CXCL17	19:42428278-42442946
chr19	43211791	43260746	LOC284344	19:43211791-43260746
chr19	43525497	43536130	ZNF575	19:43525497-43536130
chr19	43785874	43827199	LYPD5	19:43785874-43827199
chr19	43827321	43852017	ZNF283	19:43827321-43852017
chr19	45093174	45148077	PPP1R37	19:45093174-45148077
chr19	45149744	45160982	NKPD1	19:45149744-45160982
chr19	47801243	47819051	TPRX1	19:47801243-47819051
chr19	48712725	48719725	MAMSTR	19:48712725-48719725
chr19	48740852	48746909	IZUMO1	19:48740852-48746909
chr19	50476400	50490871	EMC10	19:50476400-50490871
chr19	50808874	50818880	LINC01869	19:50808874-50818880
chr19	50996018	51009634	KLK9	19:50996018-51009634
chr19	51167328	51173524	SIGLEC17P	19:51167328-51173524
chr19	51246348	51269330	SIGLECL1	19:51246348-51269330
chr19	51991332	52008230	ZNF615	19:51991332-52008230
chr19	52048810	52095765	ZNF841	19:52048810-52095765
chr19	53599628	53608451	LOC284379	19:53599628-53608451
chr19	8697400	8698795	ACTL9	19:8697400-8698795
chr19	8721634	8732160	OR2Z1	19:8721634-8732160
chr19	9621249	9674662	ZNF561-AS1	19:9621249-9674662
chr19	11925075	11980617	ZNF763	19:11925075-11980617
chr19	11987641	12081565	ZNF844	19:11987641-12081565
chr19	29287011	29525752	VSTM2B-DT	19:29287011-29525752
chr9	123033667	123035665	GPR21	9:123033667-123035665
chr19	34590644	34677159	SCGB2B2	19:34590644-34677159
chr19	36054649	36105108	WDR62	19:36054649-36105108
chr19	36383120	36418644	ZFP82	19:36383120-36418644
chr19	36797502	36831596	ZNF790-AS1	19:36797502-36831596
chr19	37235507	37304395	LOC284412	19:37235507-37304395
chr19	54040825	54063953	VSTM1	19:54040825-54063953
chr19	55312801	55334048	TMEM150B	19:55312801-55334048
chr19	55352301	55363260	GARIN5B	19:55352301-55363260
chr19	3473986	3480525	SMIM24	19:3473986-3480525
chr19	4769031	4785077	MIR7-3HG	19:4769031-4785077
chr19	6426037	6433779	SLC25A41	19:6426037-6433779
chr19	7030578	7033011	MBD3L5	19:7030578-7033011
chr19	15787661	15800357	OR10H5	19:15787661-15800357
chr19	16719847	16817963	NWD1	19:16719847-16817963
chr19	19063994	19113030	SLC25A42	19:19063994-19113030
chr19	19757366	19776413	LINC00663	19:19757366-19776413
chr19	21397119	21427577	ZNF493	19:21397119-21427577
chr19	463346	474983	ODF3L2	19:463346-474983
chr19	13823880	13842928	MIR23AHG	19:13823880-13842928
chr19	37312837	37369365	ZNF875	19:37312837-37369365
chr1	112718905	112727235	TAFA3	1:112718905-112727235
chr1	151710433	151729805	RIIAD1	1:151710433-151729805
chr1	151847101	151853712	THEM5	1:151847101-151853712
chr1	11761787	11789585	C1orf167	1:11761787-11789585
chr7	107470018	107475684	GPR22	7:107470018-107475684
chr1	248095184	248101103	OR2L13	1:248095184-248101103
chr1	173500460	173603072	SLC9C2	1:173500460-173603072
chr1	247814660	247824119	OR14A16	1:247814660-247824119
chr1	47137435	47149727	CYP4A22	1:47137435-47149727
chr1	51102221	51148086	C1orf185	1:51102221-51148086
chr1	31506285	31526444	LINC01226	1:31506285-31526444
chr1	148295180	148297556	LINC02806	1:148295180-148297556
chr1	144421390	144461676	NBPF15	1:144421390-144461676
chr1	204032447	204041265	LINC00303	1:204032447-204041265
chr1	205373252	205387440	LEMD1-AS1	1:205373252-205387440
chr1	205455929	205469024	LEMD1-DT	1:205455929-205469024
chr1	205813322	205896082	LOC284581	1:205813322-205896082
chr1	868071	877234	FAM41C	1:868071-877234
chrX	78747709	78758714	LPAR4	X:78747709-78758714
chr1	911435	914948	LOC284600	1:911435-914948
chr1	108560089	108644900	FAM102B	1:108560089-108644900
chr1	109466546	109482134	SYPL2	1:109466546-109482134
chr1	109494052	109502932	CYB561D1	1:109494052-109502932
chr1	145959441	145964575	ANKRD34A	1:145959441-145964575
chr1	155316863	155324176	RUSC1-AS1	1:155316863-155324176
chr1	24200240	24211693	LINC02800	1:24200240-24211693
chr1	182615254	182616629	LINC01686	1:182615254-182616629
chr1	183460874	183471754	SMG7-AS1	1:183460874-183471754
chr1	37611350	37634892	RSPO1	1:37611350-37634892
chr1	37713880	37765133	EPHA10	1:37713880-37765133
chr1	4412027	4424689	LINC01777	1:4412027-4424689
chr1	159834474	159873053	SNHG28	1:159834474-159873053
chr1	162373203	162376854	SPATA46	1:162373203-162376854
chr1	170271395	170284277	LINC01142	1:170271395-170284277
chr1	89995110	90035533	ZNF326	1:89995110-90035533
chr1	92080305	92184725	BTBD8	1:92080305-92184725
chr22	40679273	40682812	MCHR1	22:40679273-40682812
chr1	42380792	42424232	RIMKLA	1:42380792-42424232
chr1	15736258	15741392	SLC25A34	1:15736258-15741392
chr1	16687339	16720157	ESPNP	1:16687339-16720157
chr20	64034344	64039962	C20orf204	20:64034344-64039962
chr20	48359884	48370636	LINC00494	20:48359884-48370636
chr20	50292709	50315488	LINC01270	20:50292709-50315488
chr20	60055853	60072956	LINC02910	20:60055853-60072956
chr20	60087826	60653784	MIR646HG	20:60087826-60653784
chr20	1470741	1491587	SIRPB2	20:1470741-1491587
chr20	22371216	22453360	LOC284788	20:22371216-22453360
chr20	25139652	25149372	LOC284798	20:25139652-25149372
chr1	200872981	200874178	GPR25	1:200872981-200874178
chr20	25985210	26086917	FAM182A	20:25985210-26086917
chr20	26167817	26251536	MIR663AHG	20:26167817-26251536
chr20	30377372	30399257	FRG1BP	20:30377372-30399257
chr20	32631625	32743567	C20orf203	20:32631625-32743567
chr21	28048404	28137611	LINC01697	21:28048404-28137611
chr21	30430230	30431026	KRTAP13-4	21:30430230-30431026
chr21	41141493	41148198	LINC00323	21:41141493-41148198
chr21	43446601	43453902	LINC00319	21:43446601-43453902
chr21	43805758	43812567	AATBC	21:43805758-43812567
chr22	20198729	20204918	LINC02891	22:20198729-20204918
chr22	23894426	23898930	MIF-AS1	22:23894426-23898930
chr22	27048144	27061247	LOC284898	22:27048144-27061247
chr10	123666355	123697399	GPR26	10:123666355-123697399
chr22	27919376	28008581	TTC28-AS1	22:27919376-28008581
chr22	30488902	30505711	SEC14L4	22:30488902-30505711
chr22	35626988	35635134	LOC284912	22:35626988-35635134
chr22	47630827	48023004	EPIC1	22:47630827-48023004
chr22	48538900	48547387	LOC284933	22:48538900-48547387
chr22	50756948	50801309	RPL23AP82	22:50756948-50801309
chr2	85418504	85437029	SH2D6	2:85418504-85437029
chr2	85815130	85825391	LOC284950	2:85815130-85825391
chr2	112721020	112742879	NT5DC4	2:112721020-112742879
chr2	196639554	196763490	CCDC150	2:196639554-196763490
chr2	101271219	101308701	RNF149	2:101271219-101308701
chr2	104746638	104757719	LINC01114	2:104746638-104757719
chr8	6499632	6563409	ANGPT2	8:6499632-6563409
chr3	71753855	71756496	GPR27	3:71753855-71756496
chr2	105600703	105610487	LINC02946	2:105600703-105610487
chr2	279558	288851	ALKAL2	2:279558-288851
chr2	178802287	179050137	CCDC141	2:178802287-179050137
chr2	96208389	96243353	STARD7-AS1	2:96208389-96243353
chr2	30346623	30361010	LINC01936	2:30346623-30361010
chr2	32825359	32946149	LINC00486	2:32825359-32946149
chr2	47065941	47176511	STPG4	2:47065941-47176511
chr2	87030675	87076429	ANAPC1P2	2:87030675-87076429
chr2	174326027	174330643	LINC01305	2:174326027-174330643
chr2	241869600	241873823	RTP5	2:241869600-241873823
chr2	241893988	241902551	FAM240C	2:241893988-241902551
chr2	242001209	242006013	LOC285097	2:242001209-242006013
chr2	130129621	130139417	MED15P9	2:130129621-130139417
chr17	42011382	42025644	NKIRAS2	17:42011382-42025644
chr2	161500885	161507705	AHCTF1P1	2:161500885-161507705
chr3	23889951	23946591	NKIRAS1	3:23889951-23946591
chr2	27275433	27281499	DNAJC5G	2:27275433-27281499
chr18	66501083	66604138	CDH19	18:66501083-66604138
chr6	170282206	170306565	DLL1	6:170282206-170306565
chr2	170766878	170798971	ERICH2	2:170766878-170798971
chr2	9473658	9512413	IAH1	2:9473658-9512413
chr2	11105317	11132821	FLJ33534	2:11105317-11132821
chr2	38073447	38231651	CYP1B1-AS1	2:38073447-38231651
chr2	200973718	201071671	FAM126B	2:200973718-201071671
chr2	209771832	209999300	UNC80	2:209771832-209999300
chr2	218034960	218090581	RUFY4	2:218034960-218090581
chr2	106382114	106393811	PLGLA	2:106382114-106393811
chr2	107826892	107892544	RGPD4	2:107826892-107892544
chr2	240686334	240690414	LOC285191	2:240686334-240690414
chr2	240560054	240565256	DUSP28	2:240560054-240565256
chr3	116709235	116717321	TUSC7	3:116709235-116717321
chr3	143265222	143848485	SLC9A9	3:143265222-143848485
chr7	1082208	1093815	GPER1	7:1082208-1093815
chr3	68975217	69013684	EOGT	3:68975217-69013684
chr3	107834586	107928907	LINC00636	3:107834586-107928907
chr3	96814581	97761532	EPHA6	3:96814581-97761532
chr3	128463594	128472317	DNAJB8-AS1	3:128463594-128472317
chr3	48372219	48401259	FBXW12	3:48372219-48401259
chr3	88149959	88157965	C3orf38	3:88149959-88157965
chr3	184097064	184106995	HTR3E	3:184097064-184106995
chr3	40313802	40453329	ENTPD3-AS1	3:40313802-40453329
chr3	40477113	40491053	ZNF619	3:40477113-40491053
chr3	40524878	40574685	ZNF621	3:40524878-40574685
chr3	120684938	120742993	RABL3	3:120684938-120742993
chr3	71943592	72279503	LINC00877	3:71943592-72279503
chr6	167155247	167157980	GPR31	6:167155247-167157980
chr3	127193131	127198185	C3orf56	3:127193131-127198185
chr3	151425384	151461061	IGSF10	3:151425384-151461061
chr3	155762617	155806278	C3orf33	3:155762617-155806278
chr3	25858525	25873748	LINC00692	3:25858525-25873748
chr3	56557161	56621837	CCDC66	3:56557161-56621837
chr3	112140898	112294227	SLC9C1	3:112140898-112294227
chr3	44338119	44409451	TCAIM	3:44338119-44409451
chr3	44494847	44510636	ZNF852	3:44494847-44510636
chr3	44578223	44599694	ZNF660	3:44578223-44599694
chr3	47164186	47246601	KIF9-AS1	3:47164186-47246601
chr3	101712472	101713191	PDCL3P4	3:101712472-101713191
chr3	3781352	4467273	SUMF1	3:3781352-4467273
chr3	9837849	9844602	RPUSD3	3:9837849-9844602
chr3	9945542	9952408	PRRT3	3:9945542-9952408
chr3	10759350	10764209	LINC00606	3:10759350-10764209
chr3	13650696	13746638	LINC00620	3:13650696-13746638
chr3	16257061	16264969	DPH3	3:16257061-16264969
chr3	185076838	185153060	C3orf70	3:185076838-185153060
chr3	188947214	189325304	TPRG1	3:188947214-189325304
chr3	194005259	194071025	LINC02028	3:194005259-194071025
chr19	50770464	50771732	GPR32	19:50770464-50771732
chr3	62950430	63125062	LINC00698	3:62950430-63125062
chr11	71673885	71813859	ALG1L9P	11:71673885-71813859
chr4	123539026	123962704	LINC01091	4:123539026-123962704
chr4	149351709	149896233	IQCM	4:149351709-149896233
chr4	41981756	41986465	DCAF4L1	4:41981756-41986465
chr4	186191567	186213463	CYP4V2	4:186191567-186213463
chr4	186286094	186555328	F11-AS1	4:186286094-186555328
chr4	108538190	108620460	RPL34-DT	4:108538190-108620460
chr4	1210120	1218591	CTBP1-AS	4:1210120-1218591
chr4	6200733	6239937	JAKMIP1-DT	4:6200733-6239937
chr4	3463306	3501473	DOK7	4:3463306-3501473
chr4	3576869	3590711	LINC00955	4:3576869-3590711
chr4	1056250	1113564	RNF212	4:1056250-1113564
chr4	177442519	177677126	AGA-DT	4:177442519-177677126
chr4	177728757	178028971	LINC01098	4:177728757-178028971
chr4	158170752	158202877	GASK1B-AS1	4:158170752-158202877
chr4	88709298	88730103	FAM13A-AS1	4:88709298-88730103
chr4	89236383	89307800	GPRIN3	4:89236383-89307800
chr4	73052362	73069755	COX18	4:73052362-73069755
chr4	44622088	44678556	YIPF7	4:44622088-44678556
chr4	48497357	48780322	FRYL	4:48497357-48780322
chr4	153710160	153760024	RNF175	4:153710160-153760024
chr4	25160641	25201440	SEPSECS-AS1	4:25160641-25201440
chr4	13526319	13534335	LINC01097	4:13526319-13534335
chr4	15681662	15705565	FAM200B	4:15681662-15705565
chr4	97184093	98143476	STPG2	4:97184093-98143476
chr4	99636529	99657828	C4orf54	4:99636529-99657828
chr5	3357264	3536094	LINC01019	5:3357264-3536094
chr5	172194172	172203454	EFCAB9	5:172194172-172203454
chr5	172325000	172454525	SH3PXD2B	5:172325000-172454525
chr5	173578275	173585068	LINC02995	5:173578275-173585068
chr5	177707981	177783398	FAM153A	5:177707981-177783398
chr5	176365487	176401865	ARL10	5:176365487-176401865
chr14	31482875	31488039	GPR33	14:31482875-31488039
chr5	94150851	94618604	KIAA0825	5:94150851-94618604
chr5	95620087	95622142	GPR150	5:95620087-95622142
chr5	118836074	118988547	DTWD2	5:118836074-118988547
chr5	141636950	141641064	RELL2	5:141636950-141641064
chr5	86282460	86296463	NBPF22P	5:86282460-86296463
chr5	159331518	159451999	LOC285626	5:159331518-159451999
chr5	159448556	159466291	LINC01845	5:159448556-159466291
chr5	160931778	160938626	LINC02159	5:160931778-160938626
chr5	41904188	41921636	RIMOC1	5:41904188-41921636
chr5	109237120	109326369	LOC285638	5:109237120-109326369
chr5	151276358	151303766	SLC36A3	5:151276358-151303766
chr5	155013755	155018141	KIF4B	5:155013755-155018141
chr5	181147586	181159285	OR2V2	5:181147586-181159285
